norma,artigo,sigla,nome,tipo,pertence_a,fonte_url
Decreto nº 57.588/2017,Art. 2º,MG-HABI,Supervisão de Habitação,Supervisão,MG-CGL,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Decreto nº 57.588/2017,Art. 2º,MG-SC,Supervisão de Cultura,Supervisão,MG-CGL,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Decreto nº 57.588/2017,Art. 2º,MG-SEL,Supervisão de Esportes e Lazer,Supervisão,MG-CGL,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Lei nº 13.682/2003,"Art. 1º, I",MO-GAB,Gabinete do Subprefeito,Gabinete,SUB-MO,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",MO-AJ,Assessoria Jurídica,Assessoria,MO-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",MO-AC,Assessoria Executiva de Comunicação,Assessoria,MO-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",MO-AT,Assessoria Técnica,Assessoria,MO-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",MO-PAT,Praça de Atendimento ao Público,Unidade,MO-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",MO-CAF,Coordenadoria de Administração e Finanças,Coordenadoria,SUB-MO,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",MO-SAS,Supervisão de Administração e Suprimentos,Supervisão,MO-CAF,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",MO-SF,Supervisão de Finanças,Supervisão,MO-CAF,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",MO-SUGESP,Supervisão de Gestão de Pessoas,Supervisão,MO-CAF,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Sem base legal formal — núcleo administrativo,,MO-AJTI,Núcleo de Informática,Núcleo (informal),MO-CAF,https://prefeitura.sp.gov.br/web/vila_prudente/w/acesso_a_informacao/50094
Lei nº 13.682/2003,"Art. 1º, III",MO-CPDU,Coordenadoria de Planejamento e Desenvolvimento Urbano,Coordenadoria,SUB-MO,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, III",MO-STUSL,Supervisão Técnica de Uso do Solo e Licenciamentos,Supervisão,MO-CPDU,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, III",MO-STPU,Supervisão Técnica de Planejamento Urbano,Supervisão,MO-CPDU,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, III",MO-STF,Supervisão Técnica de Fiscalização,Supervisão,MO-CPDU,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",MO-CPO,Coordenadoria de Projetos e Obras,Coordenadoria,SUB-MO,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",MO-STPO,Supervisão Técnica de Projetos e Obras,Supervisão,MO-CPO,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",MO-STLP,Supervisão Técnica de Limpeza Pública,Supervisão,MO-CPO,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",MO-STM,Supervisão Técnica de Manutenção,Supervisão,MO-CPO,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Decreto nº 57.588/2017,Art. 1º,MO-CGL,Coordenadoria de Governo Local,Coordenadoria,SUB-MO,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Decreto nº 57.588/2017,Art. 2º,MO-HABI,Supervisão de Habitação,Supervisão,MO-CGL,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Decreto nº 57.588/2017,Art. 2º,MO-SC,Supervisão de Cultura,Supervisão,MO-CGL,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Decreto nº 57.588/2017,Art. 2º,MO-SEL,Supervisão de Esportes e Lazer,Supervisão,MO-CGL,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Lei nº 13.682/2003,"Art. 1º, I",MP-GAB,Gabinete do Subprefeito,Gabinete,SUB-MP,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",MP-AJ,Assessoria Jurídica,Assessoria,MP-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",MP-AC,Assessoria Executiva de Comunicação,Assessoria,MP-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",MP-AT,Assessoria Técnica,Assessoria,MP-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",MP-PAT,Praça de Atendimento ao Público,Unidade,MP-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",MP-CAF,Coordenadoria de Administração e Finanças,Coordenadoria,SUB-MP,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",MP-SAS,Supervisão de Administração e Suprimentos,Supervisão,MP-CAF,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",MP-SF,Supervisão de Finanças,Supervisão,MP-CAF,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",MP-SUGESP,Supervisão de Gestão de Pessoas,Supervisão,MP-CAF,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Sem base legal formal — núcleo administrativo,,MP-AJTI,Núcleo de Informática,Núcleo (informal),MP-CAF,https://prefeitura.sp.gov.br/web/vila_prudente/w/acesso_a_informacao/50094
Lei nº 13.682/2003,"Art. 1º, III",MP-CPDU,Coordenadoria de Planejamento e Desenvolvimento Urbano,Coordenadoria,SUB-MP,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, III",MP-STUSL,Supervisão Técnica de Uso do Solo e Licenciamentos,Supervisão,MP-CPDU,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, III",MP-STPU,Supervisão Técnica de Planejamento Urbano,Supervisão,MP-CPDU,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, III",MP-STF,Supervisão Técnica de Fiscalização,Supervisão,MP-CPDU,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",MP-CPO,Coordenadoria de Projetos e Obras,Coordenadoria,SUB-MP,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",MP-STPO,Supervisão Técnica de Projetos e Obras,Supervisão,MP-CPO,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",MP-STLP,Supervisão Técnica de Limpeza Pública,Supervisão,MP-CPO,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",MP-STM,Supervisão Técnica de Manutenção,Supervisão,MP-CPO,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Decreto nº 57.588/2017,Art. 1º,MP-CGL,Coordenadoria de Governo Local,Coordenadoria,SUB-MP,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Decreto nº 57.588/2017,Art. 2º,MP-HABI,Supervisão de Habitação,Supervisão,MP-CGL,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Decreto nº 57.588/2017,Art. 2º,MP-SC,Supervisão de Cultura,Supervisão,MP-CGL,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Decreto nº 57.588/2017,Art. 2º,MP-SEL,Supervisão de Esportes e Lazer,Supervisão,MP-CGL,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Lei nº 13.682/2003,"Art. 1º, I",PA-GAB,Gabinete do Subprefeito,Gabinete,SUB-PA,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",PA-AJ,Assessoria Jurídica,Assessoria,PA-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",PA-AC,Assessoria Executiva de Comunicação,Assessoria,PA-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",PA-AT,Assessoria Técnica,Assessoria,PA-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",PA-PAT,Praça de Atendimento ao Público,Unidade,PA-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",PA-CAF,Coordenadoria de Administração e Finanças,Coordenadoria,SUB-PA,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",PA-SAS,Supervisão de Administração e Suprimentos,Supervisão,PA-CAF,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",PA-SF,Supervisão de Finanças,Supervisão,PA-CAF,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",PA-SUGESP,Supervisão de Gestão de Pessoas,Supervisão,PA-CAF,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Sem base legal formal — núcleo administrativo,,PA-AJTI,Núcleo de Informática,Núcleo (informal),PA-CAF,https://prefeitura.sp.gov.br/web/vila_prudente/w/acesso_a_informacao/50094
Lei nº 13.682/2003,"Art. 1º, III",PA-CPDU,Coordenadoria de Planejamento e Desenvolvimento Urbano,Coordenadoria,SUB-PA,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, III",PA-STUSL,Supervisão Técnica de Uso do Solo e Licenciamentos,Supervisão,PA-CPDU,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, III",PA-STPU,Supervisão Técnica de Planejamento Urbano,Supervisão,PA-CPDU,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, III",PA-STF,Supervisão Técnica de Fiscalização,Supervisão,PA-CPDU,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",PA-CPO,Coordenadoria de Projetos e Obras,Coordenadoria,SUB-PA,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",PA-STPO,Supervisão Técnica de Projetos e Obras,Supervisão,PA-CPO,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",PA-STLP,Supervisão Técnica de Limpeza Pública,Supervisão,PA-CPO,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",PA-STM,Supervisão Técnica de Manutenção,Supervisão,PA-CPO,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Decreto nº 57.588/2017,Art. 1º,PA-CGL,Coordenadoria de Governo Local,Coordenadoria,SUB-PA,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Decreto nº 57.588/2017,Art. 2º,PA-HABI,Supervisão de Habitação,Supervisão,PA-CGL,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Decreto nº 57.588/2017,Art. 2º,PA-SC,Supervisão de Cultura,Supervisão,PA-CGL,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Decreto nº 57.588/2017,Art. 2º,PA-SEL,Supervisão de Esportes e Lazer,Supervisão,PA-CGL,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Lei nº 13.682/2003,"Art. 1º, I",PE-GAB,Gabinete do Subprefeito,Gabinete,SUB-PE,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",PE-AJ,Assessoria Jurídica,Assessoria,PE-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",PE-AC,Assessoria Executiva de Comunicação,Assessoria,PE-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",PE-AT,Assessoria Técnica,Assessoria,PE-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",PE-PAT,Praça de Atendimento ao Público,Unidade,PE-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",PE-CAF,Coordenadoria de Administração e Finanças,Coordenadoria,SUB-PE,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",PE-SAS,Supervisão de Administração e Suprimentos,Supervisão,PE-CAF,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",PE-SF,Supervisão de Finanças,Supervisão,PE-CAF,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",PE-SUGESP,Supervisão de Gestão de Pessoas,Supervisão,PE-CAF,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Sem base legal formal — núcleo administrativo,,PE-AJTI,Núcleo de Informática,Núcleo (informal),PE-CAF,https://prefeitura.sp.gov.br/web/vila_prudente/w/acesso_a_informacao/50094
Lei nº 13.682/2003,"Art. 1º, III",PE-CPDU,Coordenadoria de Planejamento e Desenvolvimento Urbano,Coordenadoria,SUB-PE,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, III",PE-STUSL,Supervisão Técnica de Uso do Solo e Licenciamentos,Supervisão,PE-CPDU,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, III",PE-STPU,Supervisão Técnica de Planejamento Urbano,Supervisão,PE-CPDU,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, III",PE-STF,Supervisão Técnica de Fiscalização,Supervisão,PE-CPDU,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",PE-CPO,Coordenadoria de Projetos e Obras,Coordenadoria,SUB-PE,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",PE-STPO,Supervisão Técnica de Projetos e Obras,Supervisão,PE-CPO,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",PE-STLP,Supervisão Técnica de Limpeza Pública,Supervisão,PE-CPO,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",PE-STM,Supervisão Técnica de Manutenção,Supervisão,PE-CPO,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Decreto nº 57.588/2017,Art. 1º,PE-CGL,Coordenadoria de Governo Local,Coordenadoria,SUB-PE,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Decreto nº 57.588/2017,Art. 2º,PE-HABI,Supervisão de Habitação,Supervisão,PE-CGL,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Decreto nº 57.588/2017,Art. 2º,PE-SC,Supervisão de Cultura,Supervisão,PE-CGL,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Decreto nº 57.588/2017,Art. 2º,PE-SEL,Supervisão de Esportes e Lazer,Supervisão,PE-CGL,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Lei nº 13.682/2003,"Art. 1º, I",PI-GAB,Gabinete do Subprefeito,Gabinete,SUB-PI,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",PI-AJ,Assessoria Jurídica,Assessoria,PI-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",PI-AC,Assessoria Executiva de Comunicação,Assessoria,PI-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",PI-AT,Assessoria Técnica,Assessoria,PI-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",PI-PAT,Praça de Atendimento ao Público,Unidade,PI-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",PI-CAF,Coordenadoria de Administração e Finanças,Coordenadoria,SUB-PI,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",PI-SAS,Supervisão de Administração e Suprimentos,Supervisão,PI-CAF,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",PI-SF,Supervisão de Finanças,Supervisão,PI-CAF,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",PI-SUGESP,Supervisão de Gestão de Pessoas,Supervisão,PI-CAF,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Sem base legal formal — núcleo administrativo,,PI-AJTI,Núcleo de Informática,Núcleo (informal),PI-CAF,https://prefeitura.sp.gov.br/web/vila_prudente/w/acesso_a_informacao/50094
Lei nº 13.682/2003,"Art. 1º, III",PI-CPDU,Coordenadoria de Planejamento e Desenvolvimento Urbano,Coordenadoria,SUB-PI,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, III",PI-STUSL,Supervisão Técnica de Uso do Solo e Licenciamentos,Supervisão,PI-CPDU,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, III",PI-STPU,Supervisão Técnica de Planejamento Urbano,Supervisão,PI-CPDU,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, III",PI-STF,Supervisão Técnica de Fiscalização,Supervisão,PI-CPDU,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",PI-CPO,Coordenadoria de Projetos e Obras,Coordenadoria,SUB-PI,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",PI-STPO,Supervisão Técnica de Projetos e Obras,Supervisão,PI-CPO,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",PI-STLP,Supervisão Técnica de Limpeza Pública,Supervisão,PI-CPO,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",PI-STM,Supervisão Técnica de Manutenção,Supervisão,PI-CPO,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Decreto nº 57.588/2017,Art. 1º,PI-CGL,Coordenadoria de Governo Local,Coordenadoria,SUB-PI,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Decreto nº 57.588/2017,Art. 2º,PI-HABI,Supervisão de Habitação,Supervisão,PI-CGL,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Decreto nº 57.588/2017,Art. 2º,PI-SC,Supervisão de Cultura,Supervisão,PI-CGL,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Decreto nº 57.588/2017,Art. 2º,PI-SEL,Supervisão de Esportes e Lazer,Supervisão,PI-CGL,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Lei nº 13.682/2003,"Art. 1º, I",PJ-GAB,Gabinete do Subprefeito,Gabinete,SUB-PJ,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",PJ-AJ,Assessoria Jurídica,Assessoria,PJ-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",PJ-AC,Assessoria Executiva de Comunicação,Assessoria,PJ-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",PJ-AT,Assessoria Técnica,Assessoria,PJ-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",PJ-PAT,Praça de Atendimento ao Público,Unidade,PJ-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",PJ-CAF,Coordenadoria de Administração e Finanças,Coordenadoria,SUB-PJ,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",PJ-SAS,Supervisão de Administração e Suprimentos,Supervisão,PJ-CAF,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",PJ-SF,Supervisão de Finanças,Supervisão,PJ-CAF,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",PJ-SUGESP,Supervisão de Gestão de Pessoas,Supervisão,PJ-CAF,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Sem base legal formal — núcleo administrativo,,PJ-AJTI,Núcleo de Informática,Núcleo (informal),PJ-CAF,https://prefeitura.sp.gov.br/web/vila_prudente/w/acesso_a_informacao/50094
Lei nº 13.682/2003,"Art. 1º, III",PJ-CPDU,Coordenadoria de Planejamento e Desenvolvimento Urbano,Coordenadoria,SUB-PJ,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, III",PJ-STUSL,Supervisão Técnica de Uso do Solo e Licenciamentos,Supervisão,PJ-CPDU,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, III",PJ-STPU,Supervisão Técnica de Planejamento Urbano,Supervisão,PJ-CPDU,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, III",PJ-STF,Supervisão Técnica de Fiscalização,Supervisão,PJ-CPDU,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",PJ-CPO,Coordenadoria de Projetos e Obras,Coordenadoria,SUB-PJ,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",PJ-STPO,Supervisão Técnica de Projetos e Obras,Supervisão,PJ-CPO,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",PJ-STLP,Supervisão Técnica de Limpeza Pública,Supervisão,PJ-CPO,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",PJ-STM,Supervisão Técnica de Manutenção,Supervisão,PJ-CPO,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
